"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight"
"1","GTR","relaxed_log_normal","birth_death",-6261.30231879032,5.35662204768336,1.11646287078986e-11
"2","GTR","relaxed_log_normal","coalescent_bayesian_skyline",-6278.29515097921,7.47048768929066,4.65533601507349e-19
"3","GTR","relaxed_log_normal","coalescent_constant_population",-6254.39912173083,5.18612949604981,0.0000000111138536894499
"4","GTR","relaxed_log_normal","coalescent_exp_population",-6255.89160793784,6.48541980210691,0.00000000249853910542714
"5","GTR","relaxed_log_normal","yule",-6256.21212077023,5.16273725359541,0.0000000018133815661936
"6","GTR","strict","birth_death",-6263.45356707346,6.38153888460152,1.29887998951429e-12
"7","GTR","strict","coalescent_bayesian_skyline",-6277.14112603648,7.26216713984264,1.47617449619295e-18
"8","GTR","strict","coalescent_constant_population",-6251.53658481434,5.25281910773937,0.00000019455780692468
"9","GTR","strict","coalescent_exp_population",-6256.70616155497,5.3583213960594,0.00000000110644545708586
"10","GTR","strict","yule",-6287.20403454274,7.33164351729593,6.2932076454329e-23
"11","HKY","relaxed_log_normal","birth_death",-6249.48167706096,5.68417827401142,0.00000151874115032043
"12","HKY","relaxed_log_normal","coalescent_bayesian_skyline",-6260.28234491107,6.04620757287358,3.09608811423468e-11
"13","HKY","relaxed_log_normal","coalescent_constant_population",-6255.11887713741,4.63901196589538,0.00000000541101669298276
"14","HKY","relaxed_log_normal","coalescent_exp_population",-6248.40571489043,4.87906463643254,0.00000445418441200909
"15","HKY","relaxed_log_normal","yule",-6253.48077367218,5.75970784987961,0.0000000278418551364912
"16","HKY","strict","birth_death",-6260.65875953556,6.31552195490184,2.12490010424266e-11
"17","HKY","strict","coalescent_bayesian_skyline",-6271.89727691305,6.89254846626487,2.79584078523044e-16
"18","HKY","strict","coalescent_constant_population",-6250.14535620783,5.04131783676968,0.000000782080700855041
"19","HKY","strict","coalescent_exp_population",-6259.3835195872,5.6658194328015,7.60620787753525e-11
"20","HKY","strict","yule",-6259.07428872614,6.02207765541046,0.000000000103625215588557
"21","JC69","relaxed_log_normal","birth_death",-6245.90728766072,4.14923640657984,0.0000541777984253812
"22","JC69","relaxed_log_normal","coalescent_bayesian_skyline",-6240.63260803759,4.08774537559716,0.010582434940115
"23","JC69","relaxed_log_normal","coalescent_constant_population",-6243.06898624447,3.8880724121159,0.000925720744752573
"24","JC69","relaxed_log_normal","coalescent_exp_population",-6245.26562257063,3.8375072608293,0.000102918384585345
"25","JC69","relaxed_log_normal","yule",-6236.8772713599,3.34634088800823,0.452384382954832
"26","JC69","strict","birth_death",-6245.60050188925,4.70798883684647,0.0000736303255530809
"27","JC69","strict","coalescent_bayesian_skyline",-6249.77523977501,4.91307899863537,0.0000011323771402769
"28","JC69","strict","coalescent_constant_population",-6236.71071147273,3.34044552580697,0.534371938412493
"29","JC69","strict","coalescent_exp_population",-6242.58860073987,3.6786673709143,0.00149661043818534
"30","TN93","relaxed_log_normal","birth_death",-6261.17551834036,6.60979105685692,1.26739800866703e-11
"31","TN93","relaxed_log_normal","coalescent_bayesian_skyline",-6265.03186489057,6.01717591319121,2.67992717992798e-13
"32","TN93","relaxed_log_normal","coalescent_constant_population",-6269.14237089341,6.92838137382406,4.39493967681796e-15
"33","TN93","relaxed_log_normal","coalescent_exp_population",-6263.62451206828,6.16788445231263,1.09478429366592e-12
"34","TN93","relaxed_log_normal","yule",-6253.26892992373,5.5582061497018,0.0000000344112731088031
"35","TN93","strict","birth_death",-6258.62333302155,5.43262525518801,0.000000000162672080519755
"36","TN93","strict","coalescent_bayesian_skyline",-6261.11669557151,6.1138114940558,1.34418617497302e-11
"37","TN93","strict","coalescent_constant_population",-6253.96882602419,4.81012745538142,0.0000000170899080520353
"38","TN93","strict","coalescent_exp_population",-6255.95998284348,5.42071335782766,0.00000000233341135479635
"39","TN93","strict","yule",-6261.9838618743,5.55003408423206,5.64746937032148e-12
